x,y,z,directionX,directionY,directionZ,q_magnitude
2,0,-1.5,-0.366419,-0.0392961,-0.92962,4.80216e-05
2.25,0.25,-1.25,-0.389127,-0.147612,-0.90928,8.84718e-06
1.5,-0.5,-0.5,-0.252498,0.04237,-0.966669,4.93342e-05
1.75,-0.25,-0.25,-0.270793,-0.223206,-0.936403,6.52714e-06
2,-0.5,0,-0.282972,-0.0214705,-0.958888,2.77491e-05
2.25,-0.25,0.25,-0.19512,-0.305983,-0.931827,3.01524e-06
1.5,0,0,-0.312628,0.0404156,-0.949016,2.9638e-05
1.75,0.25,0.25,-0.218088,-0.381386,-0.898322,1.8215e-06
2,0,-0.5,-0.358776,-0.0118955,-0.933348,3.35569e-05
2.25,0.25,-0.25,-0.30053,-0.35032,-0.887106,2.21103e-06
1.5,-0.5,0.5,-0.239879,0.0396057,-0.969995,2.36647e-05
1.75,-0.25,0.75,-0.140852,-0.325219,-0.93509,2.44714e-06
2,-0.5,1,-0.243598,-0.0515495,-0.968505,1.02194e-05
2.25,-0.25,1.25,0.0993144,-0.414074,-0.904809,6.87375e-07
1.5,0,1,-0.283035,-0.104769,-0.95337,9.04915e-06
1.75,0.25,1.25,0.0775128,-0.34873,-0.934012,7.1108e-07
2,0,0.5,-0.303033,-0.137115,-0.943064,1.14828e-05
2.25,0.25,0.75,-0.0141774,-0.343215,-0.93915,9.00513e-07
1.5,-0.5,1.5,-0.221385,-0.000315687,-0.975186,7.81049e-06
2,0,1.5,-0.327283,-0.180543,-0.927518,3.58942e-06
1.5,0.5,-1.5,-0.390437,0.0907554,-0.916145,6.87326e-05
1.75,0.75,-1.25,-0.451826,-0.136872,-0.881544,6.3335e-06
2,0.5,-1,-0.421671,-0.0334252,-0.906133,3.70014e-05
2.25,0.75,-0.75,-0.388361,-0.28771,-0.875442,3.07086e-06
1.5,1,-1,-0.439392,0.122183,-0.889947,4.2192e-05
1.75,1.25,-0.75,-0.517228,-0.333372,-0.78825,3.67214e-06
2,1,-1.5,-0.432684,0.134323,-0.891483,4.84711e-05
2.25,1.25,-1.25,-0.521768,-0.314353,-0.793057,4.31434e-06
1.5,0.5,-0.5,-0.386155,-0.00372488,-0.922427,3.3572e-05
1.75,0.75,-0.25,-0.337416,-0.255909,-0.905904,2.55086e-06
2,0.5,0,-0.446177,-0.0598703,-0.89294,1.40556e-05
2.25,0.75,0.25,-0.161464,-0.562536,-0.810853,1.1195e-06
1.5,1,0,-0.467748,-0.0157867,-0.883721,1.44665e-05
1.75,1.25,0.25,-0.174893,-0.61862,-0.765977,1.24828e-06
2,1,-0.5,-0.473686,-0.0199083,-0.880469,1.68417e-05
2.25,1.25,-0.25,-0.262853,-0.581199,-0.77014,1.5345e-06
1.5,0.5,0.5,-0.420159,-0.0350476,-0.906773,1.16421e-05
1.75,0.75,0.75,-0.0821002,-0.588362,-0.804419,9.11331e-07
2,0.5,1,-0.374991,-0.206052,-0.903839,4.3434e-06
2.25,0.75,1.25,0.353391,-0.559219,-0.749926,4.48076e-07
1.5,1,1,-0.436153,-0.181954,-0.881285,4.32905e-06
1.75,1.25,1.25,0.259837,-0.761521,-0.593776,4.9726e-07
2,1,0.5,-0.443119,-0.177642,-0.878686,5.41401e-06
2.25,1.25,0.75,0.175065,-0.745993,-0.642532,6.05015e-07
1.5,0.5,1.5,-0.362243,-0.190258,-0.912459,3.3305e-06
2,1,1.5,-0.246936,-0.35521,-0.901581,1.4329e-06
1.5,1.5,-1.5,-0.403196,0.214239,-0.889682,6.17428e-05
2,1.5,-1,-0.467592,0.084389,-0.879907,2.26419e-05
1.5,1.5,-0.5,-0.481405,0.0598267,-0.874454,1.90023e-05
2,1.5,0,-0.465328,-0.133425,-0.875024,6.58284e-06
1.5,1.5,0.5,-0.472388,-0.164463,-0.865911,5.38524e-06
2,1.5,1,-0.314481,-0.372595,-0.873084,1.82479e-06
1.5,1.5,1.5,-0.31404,-0.410447,-0.856103,1.40266e-06
2.5,-1.5,-1.5,-0.183452,-0.142265,-0.97268,2.55333e-05
2.5,-1,-1,-0.255542,-0.103227,-0.961271,3.45446e-05
2.5,-1.5,-0.5,-0.205622,-0.0869273,-0.974763,3.09839e-05
2.5,-1,0,-0.256654,-0.0741852,-0.963652,2.48579e-05
2.5,-1.5,0.5,-0.219468,-0.0715595,-0.972992,1.97598e-05
2.5,-1,1,-0.226996,-0.0794394,-0.97065,1.0573e-05
2.5,-1.5,1.5,-0.202969,-0.0509971,-0.977856,8.52273e-06
2.5,-0.5,-1.5,-0.299238,-0.117062,-0.946971,3.45121e-05
2.5,0,-1,-0.410062,-0.0573697,-0.910252,3.56099e-05
2.5,-0.5,-0.5,-0.333194,-0.0795928,-0.939493,3.01003e-05
2.5,0,0,-0.338226,-0.165444,-0.926408,1.38379e-05
2.5,-0.5,0.5,-0.282779,-0.0997857,-0.95398,1.26657e-05
2.5,0,1,-0.351375,-0.207919,-0.912856,4.56642e-06
2.5,-0.5,1.5,-0.231266,-0.217751,-0.948209,3.93251e-06
2.5,0.5,-1.5,-0.452089,-0.0382699,-0.891151,3.96619e-05
2.5,1,-1,-0.458936,-0.013601,-0.888365,1.90766e-05
2.5,0.5,-0.5,-0.46718,-0.0821291,-0.880339,1.59887e-05
2.5,1,0,-0.443434,-0.163154,-0.881333,6.38778e-06
2.5,0.5,0.5,-0.388174,-0.214018,-0.896391,5.32119e-06
2.5,1,1,-0.256887,-0.333329,-0.907139,1.83371e-06
2.5,0.5,1.5,-0.238892,-0.304593,-0.922038,1.58659e-06
2.5,1.5,-1.5,-0.447552,0.135117,-0.883991,2.80356e-05
2.5,1.5,-0.5,-0.447658,-0.091208,-0.889541,7.81315e-06
2.5,1.5,0.5,-0.317865,-0.32287,-0.891469,2.26752e-06
2.5,1.5,1.5,0.0472493,-0.508881,-0.859539,6.25317e-07
